Comment|Post
56661|30344
151024|22453
150092|57079
151030|41472
151031|7699
41647|30460
151033|11957
151035|25879
151040|85198
151040|73015
52609|52199
76767|6284
151040|30947
151042|41576
151043|41452
151047|70806
151051|83650
20128|64872
151052|12968
151055|28541
151060|49419
151067|48438
151067|54537
114910|61325
151068|31767
48857|83690
68095|71800
151069|88591
59778|18021
151071|6931
34107|44853
116652|13869
151073|67479
151075|92904
151080|81174
151081|46055
151086|59632
37493|20029
151092|5855
59412|3928
151093|3834
77438|80084
151094|3112
151095|30016
151095|24673
113181|82186
151096|94595
61738|30360
92297|44258
151097|57711
151100|13223
151101|82024
151102|5325
151103|61722
151105|85497
57584|7087
151109|30710
3732|87699
72514|60693
151110|68016
99433|24462
151112|40565
151112|11173
37006|53198
151113|64439
151114|99301
151115|5889
151116|681
127864|88805
128775|48161
151119|22598
151124|77996
151130|99819
151135|99953
151136|30551
151138|98521
151141|88944
151143|98199
151146|63062
17899|62171
151151|44666
98575|61813
151153|9419
151154|10806
101362|65175
107412|53536
151161|65233
151162|65314
151162|76894
30508|79429
151164|99546
81735|45484
151165|96214
148390|76320
151167|11701
21469|92490
83872|85727
151171|35335
151171|88950
151173|3205
151176|34951
61275|59004
151177|96325
18449|90605
67571|47324
107576|71336
151184|27573
151187|6216
96989|80843
151188|73299
151198|64212
151203|95831
151204|75109
151205|1048
56368|55347
151206|62089
78788|23621
151213|10006
70121|51589
141053|79858
151214|34430
151214|4496
151216|98872
151220|27465
151223|39964
139001|5065
151224|86822
141918|39107
151224|13299
15458|9228
16364|51322
151224|79710
88755|35295
151227|80102
122197|20896
151230|35367
151238|35140
151239|36118
14763|84286
69946|64347
151246|72907
151247|40736
58220|30859
106983|46714
151250|19037
151250|32230
112144|93684
151250|59837
151252|42929
151253|80386
151259|6929
151263|78394
151265|49229
151269|53618
3561|26706
39821|9938
151270|34655
151271|97897
151274|97505
58976|24458
151274|86561
127080|40413
151276|83335
96835|45402
151277|72665
151279|2805
151280|41747
37649|89607
151280|75160
103627|99314
151286|89184
90693|45054
151287|20012
151287|68397
17570|26448
151289|95059
151291|40036
151294|95050
50086|96289
151298|55598
151298|52411
46878|75804
151307|69254
151309|64893
124349|6786
151315|18408
151325|48517
48033|78532
59805|84296
82071|50510
143370|3612
151329|51395
151331|47960
151333|56909
151334|3827
41635|74162
151336|42345
39769|65090
151337|1775
151338|48261
58417|40856
151344|4208
35132|55595
151353|53855
14917|43200
151355|96346
106380|91527
127493|72824
151357|50784
151376|88040
151381|95135
151381|61564
31245|66713
151384|12190
92069|38484
151384|1250
52137|19939
151386|54606
151389|99191
78489|5622
151391|54166
11839|54934
151393|25431
108312|23067
151396|56474
151400|9202
151401|5194
108393|37154
151405|16711
4168|91556
151406|20161
73470|74746
116008|83277
151407|94477
151408|85978
151410|57679
132045|40191
151411|33604
151411|88213
138654|4529
151411|39522
151415|57500
151416|11859
151419|91212
115238|87590
151421|66211
151423|42453
151423|46038
151427|60714
151427|55231
151431|90657
117041|75176
151432|16695
129252|13689
151434|73640
51630|36863
151445|13448
22505|28171
44127|91082
151445|89430
33107|56735
88691|10706
151447|27114
38349|40290
151450|94172
114250|91353
145201|5787
151451|87106
151458|19409
123800|25014
151469|29062
40759|54139
126145|12387
151472|16509
151478|89745
151478|70405
151482|8734
151484|98857
134945|34883
151491|76552
151492|75187
151494|7202
151495|37774
147305|8992
151509|13338
41561|6991
151510|16
151511|1352
120827|39719
151514|10917
41346|37031
95106|19533
111351|97280
151516|85702
151519|62196
151522|96858
19693|91475
131789|90352
151528|10656
11905|20957
151530|83612
75436|88052
151530|57966
151530|39908
47032|14802
151532|7320
136251|29628
151536|40072
72977|6818
111901|39026
151536|693
119962|26272
151537|78342
96369|80139
116218|56308
151537|29152
151539|38275
151553|27807
151553|43318
3550|46338
151554|69322
151555|69683
83555|76768
151559|33295
151563|23282
21011|46752
123225|6065
151563|34295
151564|57319
151566|28072
151578|43541
151579|33997
26570|72639
151579|92029
151580|67559
90273|45749
151580|27905
151587|51898
151589|74388
138381|73757
151593|8525
13807|3983
52999|94569
151597|9691
82135|90506
151598|91559
151599|97121
151601|38103
20391|52950
151605|10559
85737|6844
151607|82669
55503|39562
151608|34533
1659|10832
151609|93649
151610|73265
151610|11673
151611|32801
151611|49938
151614|50493
151614|48057
18175|32524
42082|31214
58798|8761
151616|94476
151617|79793
151623|1604
145785|89645
147070|48722
151627|9048
80473|67613
151632|35839
151632|41313
29884|38759
151634|62953
8292|93287
151638|90791
151641|33588
151643|35514
39266|72540
151644|12071
20230|54744
151646|62691
52887|49094
151654|17966
50017|97291
151655|52887
151657|28007
29072|36835
141578|40974
151661|77820
8497|53386
151661|7325
18291|94242
151661|38868
151663|15274
151667|94533
101251|69815
123495|33792
151670|24040
49188|40399
60468|9471
151671|94780
151672|11669
151673|67376
151675|6477
150845|72484
151676|63511
66062|24887
151678|31762
151678|44702
84765|91210
151691|57365
151692|26721
72103|65449
77935|91648
151698|35340
151703|24905
151705|8387
61303|545
151705|68496
136041|35405
151708|74453
20494|158
137145|28886
151710|36082
151713|30734
40311|46183
57546|95251
151713|73531
151716|99626
29441|30182
104924|10700
151717|5464
18483|73039
146928|97411
151720|73044
151724|35429
151726|35509
151727|6465
30840|90172
151728|80226
151730|50404
55093|2935
124577|76507
151730|96433
94973|12188
114547|93693
151732|95906
78520|55421
151737|43134
2369|23925
151738|58669
18932|10132
151741|9163
140147|10232
151743|88479
137730|23217
151752|21061
151757|43036
151758|19424
151759|10616
151761|42355
124343|21011
151764|80587
41955|27367
151765|57447
146389|27784
151768|4668
68981|2789
151438|76900
151772|29730
151775|29505
35081|46195
151776|80928
151778|37934
151783|40720
67227|35679
151784|89229
151784|55790
132446|40598
151785|72679
37427|34002
109909|31518
151791|27941
151792|10975
151794|38676
106515|3644
151797|51936
102797|15923
151799|42381
151804|92861
77605|86834
151805|42514
151805|25739
151808|52307
37742|48961
151808|68556
125889|20403
128273|20823
151810|21056
40294|60050
151811|64426
151813|2650
12865|12975
151815|59904
151820|68761
151822|94975
151823|64507
151824|44665
52807|50123
151826|71787
135303|22227
151828|61877
151828|1573
151831|79649
3737|21433
73738|13590
151835|69526
42285|50543
54178|76095
132464|87028
151836|32653
151837|57141
151841|97606
151843|97401
151844|5891
151846|77599
151850|86982
151851|10428
23435|14027
151853|88146
151853|8142
151859|57930
106046|75107
151862|58464
151864|26038
151865|97234
24330|26263
151867|99979
151868|27498
151878|27954
151883|4446
99666|10802
151884|41806
151887|30614
151887|63574
151887|12804
151894|82947
151901|69399
151907|20826
1668|4893
151909|23098
151910|58261
145|57385
151911|40718
151913|75653
41327|88706
151924|5563
151927|47282
138465|95325
151930|7482
151935|65780
40761|48973
88174|55918
151935|74925
148811|96044
151936|37756
151937|39774
143034|25546
151938|94213
42082|55828
140197|39850
144024|68865
151938|88332
151942|81574
151942|48845
151943|26977
151945|270
151952|82408
33012|44071
97653|88620
134076|91621
151954|19238
151958|52107
79122|78157
151959|73496
121746|30701
151960|28802
73372|26527
151968|26138
151970|20407
151979|77132
124939|53091
151983|572
487|27048
151983|44201
151983|6328
99167|93941
151988|36198
151988|34219
121514|69620
142283|38770
151995|64829
152006|1555
9935|88311
152008|52173
152008|64912
152009|20992
152013|8286
60218|8600
152018|99701
11596|36468
41289|5744
152020|71614
10673|43774
152020|56154
152020|86545
22088|64901
152021|76476
152023|67784
139457|68931
152024|99618
152027|36361
69364|96982
128764|41335
152028|21865
152031|42911
152045|2222
152047|41172
96819|19361
132166|14862
152047|78634
46671|36632
152048|24297
152054|99573
112968|20391
152058|21733
117359|71790
152061|62523
121802|35884
152066|30483
152066|81047
152071|77453
152073|33115
152074|53148
152074|984
26053|77881
131471|82691
152075|49826
152075|57468
152076|59611
152076|86037
152076|62805
114694|39475
152079|19459
86259|35139
152081|10703
64121|19067
152081|39628
1499|27868
8618|65840
31824|43273
59867|30140
152082|10978
152083|97938
152086|81504
152087|76711
152090|41969
6029|61160
152092|87770
152093|76652
8476|96129
46068|67454
152098|29178
136343|35503
152099|69381
111449|43077
152100|45280
152106|19392
33319|4178
126846|81013
152113|62393
53492|90949
152113|43607
8565|99812
20700|11123
152113|15917
65914|8772
152118|49955
121816|4710
139876|69770
152120|57018
152121|71170
152127|18972
13357|99967
152137|29113
152141|58494
71862|31998
152142|40625
11303|75150
152142|7624
106792|53328
152143|97320
152144|68613
152146|72648
63528|54820
152146|69384
24983|95374
152149|32828
104441|77038
140354|41652
152156|4408
17367|88704
152157|82736
152158|72097
152160|36037
152168|55279
152170|34157
152174|65522
152179|4447
9145|70124
152180|89138
152183|25217
139794|74691
152184|5673
152189|66420
152197|26356
152198|39343
152200|68877
129000|57568
152200|81763
35732|66592
76072|61617
152201|49966
152202|25022
21343|79677
76673|49757
152211|93131
50669|95862
85078|38076
112500|78678
126986|98456
152212|30564
34761|86929
152212|90592
83254|60662
141740|47230
152214|24120
152215|67146
16964|63103
20958|65586
76187|45960
152215|25283
147189|26523
152218|99983
152221|69810
65324|96715
152221|66673
16123|93290
84150|97921
152222|24510
152222|52736
142484|38611
152224|8289
47891|46563
68084|22800
152227|95860
41991|67213
127319|37198
152230|65984
82197|23323
152237|3809
66535|55977
91420|98501
152237|27701
152238|40161
139033|30936
152239|7515
152239|58644
152240|34557
24538|92542
152241|25990
152241|98766
152242|15230
41680|81306
131855|33876
152243|66819
152250|14357
135942|38838
152251|55209
149817|82923
152255|39380
152256|96573
107630|8458
152257|75285
152257|74329
152261|61180
115340|14379
152275|59496
60094|35572
127890|30382
140372|45306
152281|3228
152283|66658
152284|43608
152286|83031
98325|47575
152289|53731
152292|2803
152296|60580
152296|97493
152303|98772
38552|17062
152303|87704
65362|16081
104917|78565
131018|27660
152306|67748
152308|92976
152309|177
104715|62334
118222|75973
152310|85605
14185|89311
152314|84089
152318|94552
152320|42939
120505|63059
152321|16398
152323|42699
121494|71337
152331|47642
152332|80847
86823|40558
152336|53106
152338|63663
152342|43584
28976|4603
152347|36503
93079|67660
152350|49623
152353|92413
120630|38127
152360|99957
152360|19672
108660|71514
124987|60695
152361|85417
7133|51802
95161|10285
152362|18094
152364|93857
95083|3925
140293|25521
152364|27955
9090|53006
96398|37389
152366|22775
26859|83832
152367|22484
152372|19728
152374|3640
110696|24580
152377|91501
2664|89062
41870|12561
93446|88639
152377|2542
152379|27191
152380|46384
152380|26641
17320|50215
152381|95312
125206|78308
152381|94566
152383|96426
152383|41934
152385|37711
152385|84408
105107|90631
152385|36855
51948|35511
152388|59395
110950|76431
152394|72571
152396|93814
152398|57690
152400|1518
149284|29901
152400|79307
9845|85922
152406|1745
5862|43571
152407|83700
152409|37983
21174|11078
152411|93309
99193|18479
105787|17313
152416|10427
7477|25299
140573|28247
152419|5232
152420|86677
152420|11681
152421|92084
143051|90132
152425|31971
112625|22958
152427|4672
48088|62308
152431|2184
25955|51670
152433|99538
3435|57162
132052|82521
152433|2978
152433|59373
152433|38993
152436|47386
152441|69234
41533|47238
152444|30736
152447|11467
45927|17173
152448|84258
8023|11459
39894|61679
152451|3037
152451|42259
52162|82463
152455|51868
47031|60643
152464|73210
152464|85372
152469|82697
152470|86671
18360|99336
152471|39936
152471|94078
41804|84886
112568|59511
152472|34650
9366|47987
119176|26826
152476|35458
152478|26825
59805|13302
152479|93266
152481|84008
34633|62095
142810|86026
152482|82499
152482|35306
80147|56019
152482|7001
61866|68607
152482|73063
152483|75367
152494|67070
152496|18432
152500|47011
152501|76717
38077|99982
152502|29351
60193|82028
112026|57612
152502|44346
97237|539
152504|16094
152504|5018
152505|42565
12918|91710
152505|73225
58654|76859
82111|44796
152506|70754
129856|41800
152506|53433
74713|62102
152507|43031
8521|28014
152508|70448
152509|90139
9709|2194
42348|38464
152510|63107
152512|29087
24761|63829
152521|37713
152523|3325
152526|56521
38105|69223
152526|65352
119751|52992
152531|76466
121701|63426
152531|66474
112428|44907
152531|95911
131912|14778
152535|13601
5708|43182
6955|56446
152542|39918
152544|97235
20396|84085
152545|52570
111231|42785
152545|24822
152548|50372
152550|53803
152550|25269
152551|82172
152554|8483
152556|42610
152559|47102
152562|8709
152568|92798
152569|97928
5854|42232
152570|46140
152574|59138
63031|62292
152575|71278
110930|15515
152578|83727
19000|87929
152578|80358
52872|85587
152583|45345
152585|32718
103793|24093
152585|18592
86437|58251
152586|87440
62968|49486
152586|86535
57085|77495
118573|66387
138140|89330
152588|31521
37996|91343
152593|35328
13461|70065
55802|12349
152596|81510
118508|9155
152597|36461
30088|61117
136714|27059
152603|46320
152603|81801
152611|71899
107374|13789
152612|38206
37619|58750
152616|38987
82433|16958
152616|40592
152619|6375
101507|44149
118432|5901
152637|85763
152645|7913
28208|80646
70375|51963
152648|87150
152648|66677
152648|69991
67081|30726
152649|60688
152649|98435
102274|30874
152650|2107
152650|72818
38202|45952
130094|83079
152651|50300
152654|12963
138662|53736
152656|53388
152659|6867
11643|96439
152662|80778
152662|23927
59380|31310
152668|3491
86814|54515
152669|66841
152674|96313
87200|10270
152685|61212
152687|19743
152691|22991
152692|36654
73891|100033
97234|75056
152692|77889
42276|47493
152698|49947
32755|76649
118857|69362
152703|1853
152706|88992
7293|81695
152706|3901
17986|98076
77167|9475
100981|31197
152707|73653
152711|10661
152716|91394
152717|81940
152720|39240
78567|25404
152729|2974
152735|77406
116820|79159
152737|33403
152740|50078
91266|98520
152744|64695
18834|97116
108849|96615
152755|85076
110932|62247
152758|25958
15361|22358
43880|80097
131282|97736
152760|51140
152761|70256
152764|35423
90975|54815
152767|18488
6562|17072
45034|38561
152767|40001
430|73164
45299|62293
149493|32353
152775|72232
85532|88864
123151|62339
152778|81337
152782|59723
142071|98604
152783|75311
152784|50890
152791|65419
152796|11098
152797|31506
113049|88597
152798|43639
49107|33670
54378|90588
59436|26576
152799|93291
152799|41473
152810|71495
5530|6575
144901|93950
152810|45803
152811|4647
152812|57493
152813|84951
152822|38904
152823|55930
152825|58341
110763|71742
152826|30242
114453|22714
152828|3852
152833|78514
92317|50005
117475|7408
140108|45379
152834|38660
111124|73792
152836|98104
152838|66623
152838|68278
89628|10722
128658|38542
152842|63004
14299|12777
152842|75887
152844|26697
37508|67775
45703|87793
152849|30124
6201|54054
152853|12676
152854|81604
45866|30179
152857|60164
7174|33924
152857|64454
152858|78965
2817|17575
139294|38980
152860|99296
130682|87762
152861|5944
45938|72075
152864|84968
152865|33015
152870|25998
152875|74522
152876|29540
152880|97608
152891|49241
34012|67977
152892|18572
13148|47034
53620|29091
152893|59509
149195|14857
152894|24371
40820|74057
152895|84407
152897|22409
116396|540
152902|93689
152902|29126
152904|80027
935|42319
142447|28891
152914|59510
35344|64421
152921|55097
134890|47753
152925|55453
80416|17354
152927|10848
74659|61527
152929|24931
