Person|University|classYear
6823|20|1980
439|36|1997
9739|47|1983
8693|16|1960
7635|50|1994
7188|8|1972
9258|55|1993
718|35|1989
4705|0|1982
127|5|1975
6871|45|1987
2206|47|1963
8207|25|2005
2569|18|2002
7066|9|2002
2739|41|1994
9966|36|1997
8790|47|1982
6894|13|1971
8890|30|2001
9199|3|1977
8041|8|2002
5020|14|1977
8650|46|1962
9791|51|1986
9076|59|1980
3879|53|1988
6654|50|1970
6008|8|1977
6813|2|1965
4716|44|1977
8883|60|1965
8881|26|1963
8881|30|1976
8873|2|2002
8877|5|1990
5375|36|1978
2956|15|1976
7875|10|2001
6278|21|1972
9083|2|1960
6633|45|1989
9470|37|2004
7021|17|1979
6476|47|1978
9565|2|1975
8962|33|1989
6901|41|2005
9103|37|1990
5555|28|1994
9773|54|1986
4051|38|2004
290|52|1976
8242|42|1976
9505|31|1971
5684|50|1969
9166|33|1960
5272|55|1980
7961|37|1981
8920|59|2002
8869|51|2005
9152|18|1989
396|52|1992
7334|6|1974
8723|47|1998
1665|21|1967
5099|45|1993
8328|10|1974
4717|53|1973
6951|19|1993
8485|48|1980
4308|29|1961
4283|46|1960
7194|42|1984
3874|59|1970
8868|25|1975
7126|33|1997
7336|49|1984
8867|32|2002
1302|29|2005
9137|29|1960
7030|5|1988
2705|33|1975
8489|8|2000
2395|34|1995
8867|27|1961
9625|49|1963
9610|43|1969
5004|28|1987
8863|17|1973
3352|3|1993
4231|9|1997
8862|40|1960
8145|38|1965
1424|56|1992
3593|44|1985
9661|41|2005
4094|28|1965
3038|37|2005
3941|53|1998
8861|46|2005
8170|30|1997
6159|17|1978
1572|36|1992
8861|29|2006
5183|1|1968
8410|13|1974
4563|56|1968
9256|24|2000
9109|40|2004
9859|30|2001
151|9|1980
8966|14|1996
8855|20|1982
866|19|2000
4995|42|1992
7533|42|1978
9403|61|1986
5614|33|1970
8042|17|2002
4266|54|1996
3730|61|1971
9128|57|1979
8854|36|1979
8852|42|1999
8317|28|2007
6559|27|1961
8849|30|1994
3229|10|1995
4557|13|1991
9528|1|1962
2186|26|1964
9977|41|1967
7554|22|1989
8885|1|1984
8849|61|2003
974|52|1960
5856|49|1966
7879|49|1979
8512|46|1998
3434|20|1975
8848|58|1981
5792|41|1993
8848|10|1965
3533|18|1997
3220|12|1977
8846|32|1984
1398|49|1994
5522|58|2004
7870|23|1982
6242|18|1977
3615|0|1978
4659|9|1983
9281|33|1996
8940|37|2003
9033|5|1966
8506|57|2007
2865|30|1982
8845|60|1963
2680|23|2005
8843|58|1994
3895|51|1998
2238|7|2005
8842|2|1970
6157|38|1975
8553|52|1964
8146|45|1998
2896|48|1997
8842|9|2003
8993|59|1971
8841|26|1977
8604|54|1960
1025|47|2007
2797|10|1962
8840|16|1961
9202|53|2007
9309|27|1993
3488|22|1977
6912|20|1975
6737|1|1980
8834|56|1999
5899|23|1967
8832|40|1983
8831|6|1992
9715|45|1975
8829|25|1979
6254|14|1963
8828|30|1975
9251|33|1984
3356|4|1982
7074|50|1982
8508|14|1975
7490|46|1989
9972|44|1977
4170|35|1977
6798|27|1999
8191|1|1968
9061|36|1988
8824|49|1975
4476|55|1967
8023|10|2002
8824|58|2005
9834|8|1986
8824|34|1971
61|12|2006
3889|23|2002
8819|58|1980
8372|36|1997
8955|51|1963
8072|16|2001
5866|26|1981
9380|38|1998
8387|42|1962
7339|28|1971
6227|26|1969
2392|48|1975
8850|9|1972
8913|42|1980
8818|0|1993
8187|3|1995
9611|18|1963
9683|29|1966
3628|21|1983
959|15|1990
9349|15|1973
5768|10|1968
9771|8|1982
6849|38|1997
8815|46|1964
6075|2|2000
5795|17|1965
2432|43|1970
7512|15|1965
8566|38|1991
4991|20|1978
7056|41|1978
5434|52|1994
7883|52|1982
8811|40|1983
9444|33|1995
8811|5|1997
8723|3|1988
8066|21|2001
9473|31|1978
8169|22|1979
8807|4|1983
6260|50|1963
6154|23|1963
7539|29|1996
2629|22|1981
2098|30|2007
7066|5|1986
9695|27|1985
5414|17|1984
41|60|2006
8452|18|1980
2470|28|1988
9057|47|1994
8805|57|1981
2450|30|1977
8805|5|1998
4054|26|1963
8652|46|1983
3644|62|1977
2443|43|1985
9676|48|1977
5910|8|2000
8804|20|1968
7269|3|1994
3951|23|1997
8406|62|1997
1498|33|1960
8797|2|1969
8792|33|2000
6658|0|1971
5103|9|1992
6806|30|1967
6666|3|2003
4560|51|1964
6914|15|1962
3643|26|1978
7202|24|1979
8037|4|2007
3837|25|2000
8792|62|1982
6911|3|1964
3530|37|1995
2957|41|1975
7783|34|1972
5392|15|2003
3136|56|1977
2721|42|1976
8790|3|1999
9747|58|1995
8585|36|1977
3766|3|1990
8790|40|2006
7288|11|2004
8162|56|2002
1065|8|1975
5111|27|1998
7532|25|1983
3459|29|1980
8648|11|1969
2391|27|1983
9322|29|1989
3715|2|1997
7042|29|1984
8415|45|1984
6775|61|1965
9852|2|1965
9072|13|1990
5658|31|1990
1571|51|1992
6749|51|1992
5889|29|1967
3594|55|1961
6301|59|1978
8782|49|1964
8483|26|1962
7404|42|1980
7849|5|2000
8779|27|1962
6196|0|1976
7545|41|1992
8641|16|1971
6841|6|1985
9855|49|1972
81|12|1983
8778|54|1968
3047|42|1960
8778|3|1969
8048|28|1971
5554|41|1973
5442|47|1967
9171|12|1991
1866|15|1990
9164|7|1981
9544|11|1972
8205|41|1999
8051|23|2006
6788|46|2005
6339|51|1971
875|21|1972
9050|54|1989
8572|1|1980
2301|20|1964
8741|51|1988
6473|44|1980
9905|40|1967
8714|5|2007
7991|25|1995
2919|22|1967
366|48|1993
8774|58|2005
3931|16|2003
8771|58|1975
2234|58|2005
6886|55|2003
2029|25|1999
6806|0|1960
7459|8|1982
245|46|1979
7653|20|1965
2562|26|1976
7217|51|1979
6349|13|1995
8770|44|1963
8671|52|1960
8735|36|1984
3049|44|1992
8770|62|1978
913|40|1995
7878|13|1977
8768|49|1990
3356|61|1972
1841|61|1970
8981|29|1973
8524|20|1977
8171|29|1982
4270|27|1978
9698|35|1995
9241|49|1993
3521|25|2000
8285|0|1966
9412|15|1996
8549|62|1985
5472|49|1960
1555|49|1965
9417|19|2003
754|62|1988
7708|14|1983
6318|62|1981
8761|45|1979
2695|29|1988
9503|1|2007
1630|48|1965
9487|59|1993
2714|39|2000
6325|0|1971
8759|30|1997
7749|22|1979
7391|34|1971
4581|49|1969
4382|17|1977
1726|51|2006
7303|4|1968
8364|62|1990
2727|5|1994
8527|46|1971
8398|46|1980
8736|19|1975
4901|6|1990
6814|55|1974
8914|28|1967
5126|48|1993
8758|33|1987
92|60|1979
8666|50|1969
5711|8|1980
351|28|1998
9349|56|1965
7796|19|2007
8757|61|1972
4370|42|1972
1760|47|1982
8755|62|2003
2854|15|1972
650|57|1983
7772|1|1996
8754|42|1960
7963|19|1971
8743|12|2005
8673|41|1980
8397|0|1982
7427|24|1995
3008|57|1974
7850|56|2006
2475|49|1963
8754|56|1963
4044|47|1978
6598|25|1968
7814|35|1973
8715|52|1985
7989|19|1976
665|4|1980
8751|39|1996
696|4|1970
7205|9|2005
7942|42|1961
8296|51|1961
677|55|1974
6015|61|1972
9423|38|1972
5372|38|1985
599|12|1961
4898|12|1961
590|48|2007
8750|9|1968
5309|13|1997
5412|42|1973
9802|21|1989
8041|47|1988
3682|28|1992
799|0|1982
8745|52|1989
6984|40|1993
5343|62|1965
7868|18|1973
7959|53|1975
1840|23|1988
8745|62|1968
953|19|1965
8744|2|1984
7831|17|1988
7012|35|1967
8159|8|1986
9454|45|1988
9394|33|1975
549|21|1972
9278|59|1974
4275|3|1961
8744|53|1993
5526|45|1984
8743|31|2005
5874|39|1967
8743|42|1999
8742|26|2003
4455|14|1999
7091|11|2007
1588|35|2001
8698|6|1960
9544|34|1980
9677|52|1989
282|33|1971
7660|9|2003
7583|4|1962
4512|60|2005
8742|35|1985
9928|29|1988
8325|0|1969
7943|45|1994
6767|32|1994
9877|6|1979
132|24|1989
7494|45|1974
8736|44|2003
8158|6|1990
1291|55|1981
8736|31|1962
8898|1|1998
1080|37|1999
8732|23|1962
2486|27|1984
2121|59|1989
9439|57|1969
9747|14|1968
8731|51|1984
1680|11|2005
8874|33|1999
1923|10|2001
2012|14|1963
7075|47|2004
7830|29|1990
9777|31|1989
5353|22|1987
8964|15|1985
3395|38|1991
8730|62|1961
5826|29|1981
3241|48|1970
9240|54|1997
304|11|1968
8726|30|1997
644|10|1982
7121|55|1985
4126|45|1964
8724|40|1988
7927|13|1996
8613|34|1991
8626|60|1972
7386|18|1991
4712|44|1992
3751|48|1969
8724|44|1969
7845|53|1975
5486|48|1963
8720|17|1990
9863|37|1994
7525|20|1968
5668|54|1978
8711|40|2001
8278|21|2007
8086|36|1970
5722|8|1978
913|7|1962
7457|55|1969
6806|57|1987
9437|44|1971
5537|42|1973
1317|6|1985
8689|37|1980
3627|59|1966
8717|51|1964
8716|30|2006
5755|36|1982
9193|41|1973
2155|21|2000
5839|46|1982
8562|7|2002
8441|2|1987
2023|38|1972
3193|11|1985
3138|6|1998
7559|17|2003
6627|30|1994
6912|40|1974
3339|50|2003
9795|47|1997
8711|22|1975
6839|37|1998
6403|54|1990
2687|54|1989
8710|9|1983
9400|16|2006
6607|26|1984
4933|37|2006
3499|34|1974
9447|61|1962
7289|25|1962
8572|12|2000
5527|19|1998
146|36|1985
8708|22|1975
3700|40|1975
6842|22|1985
9637|37|1971
702|18|1963
2664|10|2002
8706|29|1990
7781|38|1981
9201|48|1972
8706|13|1982
8016|53|1978
9629|5|2000
9432|50|1965
9131|59|1982
6989|61|1981
8274|21|1973
9134|53|1998
7730|37|1987
8536|47|1993
1227|46|1965
3499|33|1975
6572|43|1981
8701|57|1987
8663|61|1971
8313|27|1987
6997|55|1986
5956|13|1983
5972|44|1962
3389|45|1973
8700|10|2002
6900|44|1976
4232|62|1964
4621|5|1980
8697|3|1976
8415|44|1966
5727|4|1974
4005|43|1992
7089|26|1972
8695|31|1967
2521|27|1970
3015|11|1998
8694|54|1992
6278|22|1962
7625|5|1977
7891|16|1975
5575|21|1997
8116|14|1987
4998|18|2000
8002|7|1974
8692|1|2002
7925|14|1964
6091|57|1961
5401|40|1986
6440|43|1988
5007|55|1961
8051|25|2001
9359|28|1974
3051|58|1971
8444|31|1978
1144|21|1999
8690|30|1989
3587|33|1975
6536|56|1960
3471|46|1976
2885|35|1960
8689|23|2007
8688|43|1964
9652|18|1997
1983|41|2005
6628|52|2005
7168|0|2006
8685|19|1995
3488|58|1990
7191|23|1960
3984|7|1983
3529|58|1963
8574|7|2007
8682|21|1964
6071|61|1982
7168|43|1971
3858|5|1994
3945|58|1996
7473|34|1961
7958|1|1979
8210|56|2003
7941|3|2004
8681|42|1982
2758|10|1986
8330|18|1981
6994|9|1999
8679|27|2002
7531|33|1971
207|45|2002
7004|48|1990
6773|33|2000
3767|27|1997
319|19|1978
8679|46|2005
8207|16|2006
5716|13|1967
4505|44|1980
6583|37|1983
7773|51|1960
7936|12|1993
3769|3|1985
8061|52|2001
8677|25|1977
459|47|1981
6690|26|1980
7929|54|1969
3592|23|1970
7043|0|1993
331|24|2001
4663|4|1967
3177|39|2002
8201|42|1986
1460|8|1985
8903|47|1999
8675|55|1987
6021|42|2000
3747|26|1987
5622|54|1965
5121|50|1996
7518|37|1964
43|60|1965
9369|51|1968
5954|47|1998
8673|9|1971
8805|61|1964
8917|1|1966
8673|30|1960
8673|35|1993
568|56|1977
7895|9|1964
6534|9|1985
9271|34|1980
7806|54|1960
256|56|2001
7973|42|2006
5574|13|1977
3600|5|1996
7462|25|1963
904|59|1968
8405|14|1983
86|5|1961
3089|19|2006
7028|60|1982
1858|17|1967
7356|2|1968
2860|62|1987
8429|55|1967
8667|32|1960
6810|29|1974
8650|11|1967
9880|62|2001
8664|17|2007
9604|42|2000
8661|60|1983
7009|23|1980
8193|35|1968
5181|17|1966
8660|42|1987
7255|21|1965
5013|27|1960
2872|42|1981
7962|40|1996
8658|29|1985
3221|30|2007
9050|46|1974
7240|27|1997
9452|55|2006
5271|20|1979
8655|48|1976
9327|50|1966
9234|10|1986
8655|16|1978
5283|47|1988
3566|54|1984
424|56|1996
6907|45|1978
8649|18|2007
4890|11|1963
8476|0|1986
3621|7|1979
8649|4|1980
9771|42|1967
9512|54|1981
8648|35|1997
9072|43|1965
3811|59|1975
1387|38|1966
7765|26|1995
8646|35|1966
2593|20|1975
5675|35|1992
4656|54|1989
7133|49|1988
7538|2|1994
9983|31|1997
3638|26|1968
2700|21|1994
8431|35|1978
6586|31|1998
1887|12|2000
6973|21|1982
8644|59|1975
2851|13|1985
2541|14|1969
3932|0|1986
2103|29|1992
4830|30|1973
8669|15|1983
8414|2|1980
6744|32|1964
9488|34|1964
8113|19|1995
8638|39|1985
9397|39|2004
4267|47|1974
2997|6|1960
1102|33|2000
3194|24|2007
1333|40|2007
9015|28|1996
8635|0|1999
236|58|2005
8631|26|1992
7479|10|2000
8629|9|1969
8652|22|1986
7643|12|1983
8627|34|1993
6392|43|2004
8156|29|1987
9165|10|1999
9369|47|2005
3704|53|1982
8331|14|1997
6434|34|1966
3156|11|1965
8626|48|1984
6172|28|1988
3920|12|1973
3071|24|1983
8625|11|1962
2978|44|1996
2718|41|1985
6329|46|1983
6996|45|1978
4117|2|1990
8625|46|1986
1187|2|1967
9089|25|1960
8624|33|2004
7077|20|1987
2599|45|1987
8528|14|1962
2338|35|1988
9133|54|1991
2732|21|1993
8622|37|2003
3443|9|1961
6955|56|1977
6006|10|2003
7066|4|1979
6623|42|1981
9117|16|1976
8621|45|1980
7833|29|1960
8621|16|1964
7908|44|2006
7856|61|1976
9396|54|1981
1578|11|1997
4692|51|1984
8450|57|1997
921|56|1966
7845|2|1994
8132|25|1962
4589|50|1973
6841|14|2007
4371|58|1964
7127|17|1985
8619|1|1993
9272|37|1961
3751|42|2004
8577|10|1987
2243|15|1978
4617|41|1979
4074|44|1996
3298|53|1984
8695|9|1967
6873|38|1985
6348|26|2002
6090|12|1960
4895|49|1994
3922|19|2000
8018|19|2005
3458|38|1961
6038|19|1992
8196|48|1993
8615|11|1984
3148|50|1971
1850|29|1969
7778|36|1971
2145|38|1965
5830|46|1980
8613|6|1994
8612|11|1990
6982|48|1960
7867|27|1977
8609|46|1989
8609|48|1997
8607|30|1964
8453|38|1967
8229|36|1964
2632|11|1985
6409|25|1969
8460|37|1980
8465|46|1982
3930|3|1989
6651|1|1979
8606|43|1976
7541|53|1983
8605|58|1964
2670|37|1981
8604|43|1985
4711|39|2005
8604|18|1968
8603|31|1961
7891|51|1994
4791|38|2000
8650|18|2005
8601|15|1992
7273|0|2004
6993|15|2005
4265|22|1962
8477|49|1989
9043|11|2002
8598|0|1986
103|19|1980
7693|10|1963
6816|34|1998
193|46|1992
3208|17|1960
7614|41|1973
6409|40|1973
8669|2|1982
6760|8|2006
4572|28|1981
4029|56|2004
8134|16|2000
8597|34|1970
4835|38|1990
8549|6|1974
7432|52|1964
8914|16|1963
8596|17|1980
8592|49|1993
5009|8|1985
2981|54|1960
2188|16|1960
7435|53|1962
2290|11|1996
8250|54|1976
2964|0|1984
8095|39|2003
7862|4|1974
5662|11|1989
4605|35|1966
8589|41|1972
8488|51|1965
1953|7|1985
3011|27|2002
9962|16|1986
8588|43|1967
5303|33|2007
2262|8|1967
2926|30|1961
3589|10|1965
2193|49|2006
8587|29|1991
8034|61|1960
8965|41|2002
8418|51|1963
8585|55|2005
9283|1|1963
6113|58|1971
8981|21|1984
5099|42|1970
5021|50|1970
7301|7|2001
8404|54|1999
8396|37|1977
7684|41|1982
6729|2|1977
8303|16|1987
580|24|1995
8579|24|1970
7042|21|1986
2918|13|2004
5731|35|1993
6635|34|1989
6842|14|1971
9209|46|1981
597|57|1982
4376|26|1996
8578|29|2004
8575|27|1998
9172|34|1977
5218|22|1978
8133|15|1970
5555|3|1980
2870|3|2002
4311|48|1987
8572|30|1962
599|38|2006
6260|5|1967
5118|39|1978
3573|54|1997
8571|16|2006
8570|52|1962
516|19|1977
9501|44|1979
5757|25|1992
5072|24|1989
4679|38|1960
8570|11|1995
8078|0|1978
8567|57|1972
7990|25|2005
9746|53|1989
8567|7|1998
6131|32|1972
4853|34|1986
5883|16|1991
3686|51|1987
9356|18|1972
7423|24|1981
4893|14|1975
4587|10|1973
2039|54|1990
2919|5|1983
8566|15|2001
7826|39|1979
5696|10|1979
2835|50|1962
7577|29|1988
3241|25|2000
7259|5|1985
3458|11|2007
3884|13|2004
4950|45|1995
7348|10|1980
8561|4|1995
5587|49|1967
9826|61|1978
8999|54|1971
8495|31|1997
8164|36|1969
8560|7|2002
3759|44|1968
6566|40|2000
2906|34|1986
8222|32|1994
9745|17|1982
8430|35|1999
8519|16|1988
8335|0|1988
6385|34|1999
3198|19|1975
3|55|1972
1729|60|1976
8044|58|1986
55|19|1970
8555|57|2002
8794|61|1982
4477|6|1998
2156|3|1963
2566|50|1984
9517|6|1987
9184|7|1994
9629|22|1974
5418|9|1999
5730|33|1991
93|58|1999
805|6|1969
8554|18|1991
5336|15|1994
8526|50|1981
8553|40|1992
8553|58|1976
7486|38|1976
250|11|1999
8182|51|1999
6744|31|1988
8552|39|2001
8924|28|1967
8552|23|1996
6010|7|1993
2782|46|1970
4774|57|1969
7181|45|1972
9220|30|1963
3118|14|1963
1233|29|1986
8551|36|1987
6480|16|1961
8551|41|1967
8454|43|1983
8548|32|1983
6772|22|1996
4361|39|1998
8637|11|1979
7846|45|1983
8546|19|1973
7443|47|2007
8546|1|2003
5033|41|1971
7758|13|1967
2199|16|1969
4735|1|1970
5828|53|1977
8136|56|1960
74|9|1998
1015|58|1978
7081|26|1961
1807|40|1996
2166|26|2001
6824|2|1975
8542|53|2006
7388|26|1960
162|11|1992
4725|26|1997
8912|6|1995
6515|16|1982
3028|46|1972
8540|28|1983
8467|38|1961
7850|14|1982
9550|7|2007
6151|50|1997
9607|33|1975
7432|22|1978
8532|29|1960
244|12|1969
7555|46|1976
7842|4|1964
2637|24|1985
8337|31|1983
8772|31|1996
6504|19|1976
8531|55|1995
869|56|1996
8526|46|1994
1657|36|1990
6256|11|1986
8137|19|1983
7719|42|1969
3081|55|1992
8525|8|1977
892|21|1993
4503|59|1985
8944|38|1985
6046|13|1993
2033|5|2007
7255|36|1964
8190|19|2007
5734|39|1971
8525|20|1977
5086|15|1993
9986|28|1961
9671|41|1968
5784|40|1992
8525|53|1989
1376|36|1986
2645|50|1983
6909|15|1970
9997|31|1995
4429|37|1967
8522|37|1974
845|15|1961
3007|41|1981
8254|21|2003
9386|52|1980
4126|28|1997
8515|51|2002
6027|31|1993
8513|4|1966
4777|28|1985
3511|27|1978
4338|29|1992
3566|19|1987
8512|29|1987
6463|0|2002
1840|27|1966
8511|43|2003
7296|1|1978
2009|60|1990
4469|8|1972
8648|6|2000
8511|36|1981
8510|1|1989
8510|38|1981
8093|50|1965
2954|56|2004
8510|48|1979
4974|39|1963
908|39|1972
9909|31|1975
8510|59|1978
1039|42|1972
5672|59|1968
707|59|1986
3443|14|2001
8506|54|1984
9784|5|1996
7821|9|1988
3764|42|1965
2784|37|1971
2751|7|1977
7309|8|1992
8501|11|1974
1344|35|1970
5000|15|1998
3804|58|1975
7688|7|1986
7797|60|1987
8501|50|2005
6082|26|1999
3510|13|1977
7050|16|1974
3858|37|1998
8522|7|1997
8227|43|2007
4281|34|1980
6781|25|1985
8499|20|1971
9557|55|1966
643|35|1960
9022|32|1978
2838|48|1967
9637|29|1990
4625|61|1997
9421|16|1985
8492|44|1960
1965|52|1992
8491|44|1988
6409|23|1986
8491|38|1984
8491|52|1990
7677|30|1971
9691|12|1970
8490|48|1989
1821|19|1983
8922|8|1976
9000|9|2000
6489|36|1968
8107|21|1975
7353|33|2001
1962|32|2005
4230|23|1964
9313|31|1983
3112|38|1993
6760|4|1986
6455|60|1999
8200|14|1992
6936|33|1975
4790|27|1962
272|47|1995
8486|10|1975
3609|9|1963
7487|36|1993
281|5|1996
3105|50|1968
8486|22|1968
8484|14|1963
7121|59|1991
8433|9|1991
208|24|1985
6299|5|2007
8484|49|2007
6142|41|1961
5045|36|1979
8483|17|2003
1689|23|1978
3519|32|2007
2723|7|2006
8483|11|1990
1618|15|1988
4031|9|1962
7349|58|1990
6482|7|1988
5735|23|1966
3989|55|2001
8482|54|1964
6286|55|1977
6411|31|1984
2036|54|1998
9009|40|1995
8476|42|1977
8475|34|1965
8618|49|1996
8474|39|1996
3735|14|1989
8744|7|1983
8469|62|1975
7616|56|1995
7163|22|1971
4684|1|1994
106|58|1981
8192|56|2006
8466|31|1961
1708|29|1960
9761|30|1986
8465|27|1984
2246|51|1989
6702|23|2001
6719|43|1977
3223|35|1972
7836|51|1995
3011|26|1993
8463|15|1967
7877|45|2000
4850|5|1972
6389|6|1973
8457|14|1976
8807|28|1962
2210|43|1973
7978|44|1972
4876|56|1989
4612|56|1963
8251|53|1965
5825|41|1973
6201|19|1994
8455|54|1977
3961|52|2003
8851|62|2004
7083|2|2000
8451|16|1968
5515|23|1988
8441|34|1988
7234|61|1987
2537|59|1991
9627|3|1980
8440|45|1994
9322|20|1966
4953|50|1974
6812|39|1994
3929|37|1989
9358|37|1960
9927|57|1971
5241|17|1988
8432|41|2002
5855|23|1969
4340|51|1999
8431|43|2002
1362|50|1988
9888|43|1992
4526|15|1976
8431|54|2004
8194|58|1960
9493|26|1967
4915|2|1965
9473|18|1998
7857|0|1984
1267|55|2005
5803|0|1964
9247|54|1983
8428|10|2004
3962|54|1963
8428|23|2001
7838|46|1964
927|0|1980
8465|24|1963
6362|17|1992
1257|45|1988
2994|17|1976
1374|25|1986
4025|37|1969
7463|39|1987
8425|55|2003
7395|46|1987
7595|59|1974
8424|7|1971
7027|35|1983
9776|22|1977
8421|10|1999
536|45|1988
2214|30|1997
6950|50|1998
9056|14|1983
7133|17|1960
7254|31|1987
9670|44|1991
8420|12|1982
6157|23|1975
5230|48|1968
9211|24|1990
8416|1|2000
9325|26|1977
5639|43|1989
7719|5|1996
8961|20|1979
8415|57|1961
7692|25|2006
7057|51|2002
3215|57|1970
2649|37|1967
8794|13|1996
6214|12|1992
9588|11|1976
8412|24|1981
9067|43|1990
8412|50|1993
666|27|1999
8359|32|2000
7059|7|1961
8655|19|1993
3028|1|1990
5544|54|2006
3313|21|2006
8188|59|1967
4625|46|2000
1883|15|1977
8412|48|1966
7450|16|1986
8410|53|1978
8407|59|1983
2473|14|1989
1592|43|1998
7269|47|2004
654|55|1984
4260|50|1998
9498|49|1966
8396|27|1973
5799|49|1986
8395|51|1988
9965|62|1981
6606|6|1993
7125|6|1981
7416|24|1984
7781|22|1969
4374|38|1992
9668|27|1965
2521|41|1977
8453|27|1985
2602|29|1987
4445|11|1989
8988|30|1962
8390|8|1990
2431|18|1969
8414|31|1973
5357|28|2002
8044|54|1964
6043|41|1993
8390|7|1980
7732|50|1987
8385|23|1971
8472|47|1997
4872|40|1990
7185|18|1990
4232|48|1966
7861|28|1981
5709|8|1988
3964|39|1966
9396|23|1975
8384|43|1984
3108|4|2004
8383|62|1980
4489|9|1984
8381|4|1992
6067|59|1994
6818|52|1966
1545|11|2003
9504|51|1967
5918|36|1992
1022|13|1991
3215|7|2001
2813|4|1999
7650|0|1971
8004|5|1996
3320|5|2006
9306|43|2005
5329|46|2000
3216|26|1982
8409|28|1976
4060|17|1995
8377|21|1961
8376|3|1974
3746|58|1991
1758|2|2006
8376|29|2005
395|4|1999
2924|59|2005
1111|33|1973
5021|57|1982
3743|5|1989
7026|31|1960
4114|35|1974
9127|45|2003
8372|53|1971
3286|29|1976
7909|43|1960
2555|39|1970
8372|47|1989
1831|12|1986
7083|7|1995
7239|4|1974
7674|44|1971
2001|22|1963
8368|33|1981
9761|41|1992
5781|22|1963
1082|14|1977
8357|43|1983
3184|8|1989
9640|33|1972
8230|25|1982
2928|42|1961
8969|53|1986
6935|35|2005
8164|35|1979
7736|34|1962
4239|60|1979
8368|45|1982
6989|24|1972
8192|25|1991
7532|48|1964
8134|57|1967
7855|30|1999
2726|10|1970
8362|13|1994
8272|41|1966
6051|19|1977
3420|30|1979
6472|34|1998
5448|36|1965
3510|48|1996
8353|8|1971
8711|3|2000
9827|62|2007
8351|5|1967
6122|41|1982
9885|56|2004
8313|11|1982
3577|57|1999
8349|49|1998
9353|32|1960
5554|9|1986
8346|17|1988
9994|56|1992
3394|13|1996
8599|37|1989
3071|7|1984
15|2|1977
2955|21|1998
2750|20|1986
7785|57|1964
8302|61|1992
6476|20|1980
9607|21|1960
3766|49|1984
9282|25|1997
8344|4|1998
1880|45|1983
6097|49|1987
4878|41|1965
6286|18|1970
9336|30|1979
3130|27|2003
9919|14|2004
7062|23|1995
8344|7|1991
5651|7|2005
2971|33|1967
4257|48|1985
7383|47|1983
8278|16|1962
4322|13|1960
8343|40|1979
7061|28|2004
8342|16|1973
3806|34|1996
8341|5|1979
4311|18|1999
451|52|1997
9964|15|1998
6647|54|2002
9600|3|1994
3585|52|1970
8338|7|1961
8705|54|1972
9113|20|1994
8337|16|1961
1839|13|1978
8335|1|1993
3236|37|1997
6275|59|1964
7713|16|1983
9348|58|1995
6126|37|2002
736|33|2001
6866|53|1980
5133|37|2002
2728|5|2003
8563|12|1991
8334|57|1978
6732|38|2001
7993|43|2004
8334|16|2006
3193|23|1989
8333|21|2004
3417|35|1989
4984|6|2000
8333|22|2005
7724|21|1967
6297|52|1986
5630|61|2003
5299|18|1963
4476|47|1990
476|26|1997
8265|49|1970
7450|47|2005
4868|6|2000
2342|13|1982
7224|56|2007
9651|43|1972
8330|53|1999
8638|3|1972
8328|53|2006
9087|57|1989
9621|56|1960
5655|53|1996
4531|1|2003
7551|20|1968
2006|1|1995
9400|28|1966
4638|62|2004
8327|1|1964
8326|2|2003
8326|34|1985
5297|30|1960
3331|59|1972
1743|28|1982
6635|37|1966
8432|40|1985
3691|7|1963
9234|7|1962
3321|50|1992
8132|16|1993
5598|40|1978
8333|43|1970
8320|26|2007
32|3|1960
5229|62|2003
2578|41|2001
2969|28|1984
9709|41|2002
8318|8|1979
8530|52|1968
6435|19|1980
9540|37|1981
5597|41|1968
5559|55|1966
8315|38|1989
8610|51|1988
8315|42|1986
9507|55|1973
6166|19|1986
8315|17|1975
285|36|1977
8314|39|1989
9266|20|1984
710|21|2000
4201|47|1979
1828|21|1972
8310|46|1983
8463|46|1982
2599|11|1989
6722|23|1995
5398|53|1964
6422|18|1972
6444|5|1998
9281|55|1967
2798|34|1988
8302|32|2000
5434|6|1963
7970|55|1966
5272|37|2007
4589|37|1995
9264|52|1989
8299|23|1981
492|32|1979
8290|18|1989
1872|61|1967
8299|24|1995
8296|5|1975
6651|9|1988
8575|14|1974
6767|24|1985
8956|16|1964
5457|24|1987
4103|55|1971
9077|44|1986
663|18|1969
8291|35|1974
8290|52|2003
5829|35|2001
8869|39|1992
3382|37|2004
7150|12|2004
5963|51|1978
4544|34|1986
2574|32|2005
9136|18|1986
8286|38|2002
4516|5|1976
2482|4|1979
8285|29|2004
6172|7|1982
1863|39|1967
4160|51|1978
2388|53|1997
8283|20|1970
3411|26|1964
243|48|1980
8158|13|1983
6524|38|1984
9377|20|1960
6818|42|1995
8278|57|1975
5962|55|1972
8367|4|1973
3676|7|2000
8247|8|1979
6252|28|2001
9435|4|1993
5166|35|1996
8272|37|2006
6685|42|2004
8301|37|2003
3143|55|2001
9093|48|1986
781|5|1971
8266|14|2002
8265|26|1982
6513|55|1997
6476|23|1969
8258|2|1985
8258|62|1973
473|33|1992
7188|58|1978
7624|4|2007
4167|28|1991
8252|49|1993
9028|20|1993
9808|54|1963
8762|27|1979
5915|49|1985
7011|33|1975
8454|2|1968
4146|2|1982
2557|21|1965
565|12|1997
7157|54|1987
8696|4|1984
